==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
296.42ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2835]
296.43ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2837]
296.45ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2839]
296.46ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2841]
296.47ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2843]
296.48ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2845]
296.49ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2847]
296.50ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2849]
296.51ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2851]
296.52ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2853]
296.53ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2855]
296.54ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2857]
296.55ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2859]
296.56ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2861]
296.57ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2863]
296.58ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2865]
296.59ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2867]
296.60ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2869]
296.61ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2871]
296.62ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2873]
296.63ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2875]
296.64ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2877]
296.65ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2879]
296.66ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2881]
296.67ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2883]
296.68ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2885]
296.69ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2887]
296.70ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2889]
296.71ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2891]
296.72ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2893]
296.73ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2895]
296.74ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2897]
296.75ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2899]
296.76ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2901]
296.77ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2903]
296.78ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2905]
296.79ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2907]
296.80ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2909]
296.81ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2911]
296.82ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2913]
296.83ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2915]
296.84ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2917]
296.85ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2919]
296.86ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2921]
296.87ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2923]
296.88ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2925]
296.89ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2927]
296.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2929]
296.91ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2931]
296.92ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2933]
296.93ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2935]
296.94ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2937]
296.95ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2939]
296.96ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2941]
296.97ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2943]
296.98ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2945]
296.99ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2947]
297.00ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2949]
297.01ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2951]
297.02ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2953]
297.03ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2955]
297.04ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2957]
297.04ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2959]
297.06ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2961]
297.07ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2963]
297.08ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2965]
297.09ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2967]
297.10ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2969]
297.11ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2971]
297.12ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2973]
297.13ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2975]
297.14ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2977]
297.15ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2979]
297.16ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2981]
297.17ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2983]
297.18ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2985]
297.19ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2987]
297.20ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2989]
297.21ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2991]
297.22ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2993]
297.23ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2995]
297.24ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2997]
297.25ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [2999]
297.26ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3001]
297.27ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3003]
297.28ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3005]
297.29ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3007]
297.30ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3009]
297.31ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3011]
297.32ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3013]
297.33ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3015]
297.34ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3017]
297.34ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3019]
297.36ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3021]
297.37ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3023]
297.38ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3025]
297.38ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3027]
297.40ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3029]
297.41ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3031]
297.41ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3033]
297.42ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3035]
297.43ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3037]
297.44ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3039]
297.45ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3041]
297.46ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3043]
297.47ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3045]
297.48ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3047]
297.50ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3049]
297.50ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3051]
297.51ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3053]
297.52ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3055]
297.53ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3057]
297.54ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3059]
297.55ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3061]
297.56ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3063]
297.57ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3065]
297.58ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3067]
297.59ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3069]
297.60ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3071]
297.61ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3073]
297.62ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3075]
297.63ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3077]
297.64ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3079]
297.65ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3081]
297.66ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3083]
297.67ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3085]
297.68ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3087]
297.69ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3089]
297.70ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3091]
297.72ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3093]
297.73ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3095]
297.74ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3097]
297.75ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3099]
297.76ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3101]
297.77ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3103]
297.78ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3105]
297.79ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3107]
297.80ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3109]
297.81ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3111]
297.82ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3113]
297.83ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3115]
297.84ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3117]
297.85ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3119]
297.86ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3121]
297.87ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3123]
297.88ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3125]
297.89ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3127]
297.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3129]
297.91ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3131]
297.92ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3133]
297.93ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3135]
297.94ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3137]
297.95ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3139]
297.96ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3141]
297.97ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3143]
297.98ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3145]
297.99ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3147]
298.00ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3149]
298.01ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3151]
298.02ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3153]
298.03ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3155]
298.04ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3157]
298.05ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3159]
298.06ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3161]
298.07ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3163]
298.08ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3165]
298.09ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3167]
298.10ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3169]
298.11ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3171]
298.12ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3173]
298.13ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3175]
298.14ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3177]
298.15ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [3179]
