==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
1.46750s  19.488us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10261]
1.46754s  29.567us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10263]
1.46760s  316.73us                    -               -         -         -         -  4.0195MB  12.393GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.46792s  323.00us                    -               -         -         -         -  4.0195MB  12.153GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.46825s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.46858s  108.89us                    -               -         -         -         -  1.3398MB  12.016GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.46870s  3.1360us                    -               -         -         -         -  10.719KB  3.2596GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.46870s  55.839us                    -               -         -         -         -  686.00KB  11.716GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.47565s  425.31us                    -               -         -         -         -  4.0195MB  9.2294GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47625s  416.51us                    -               -         -         -         -  4.0195MB  9.4244GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47688s  407.48us                    -               -         -         -         -  4.0195MB  9.6331GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47729s  119.29us                    -               -         -         -         -  1.3398MB  10.968GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47741s  3.3280us                    -               -         -         -         -  10.719KB  3.0716GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47742s  62.655us                    -               -         -         -         -  686.00KB  10.442GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47756s  44.799us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10295]
1.47845s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.47847s  15.939ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10298]
1.49471s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10299]
1.49471s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49542s  23.200us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10303]
1.49546s  19.423us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10305]
1.49550s  29.664us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10307]
1.49555s  316.19us                    -               -         -         -         -  4.0195MB  12.415GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49587s  322.75us                    -               -         -         -         -  4.0195MB  12.162GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49620s  321.92us                    -               -         -         -         -  4.0195MB  12.194GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49653s  108.93us                    -               -         -         -         -  1.3398MB  12.012GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49664s  3.0400us                    -               -         -         -         -  10.719KB  3.3626GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.49665s  55.871us                    -               -         -         -         -  686.00KB  11.710GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.50176s  360.70us                    -               -         -         -         -  4.0195MB  10.883GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50218s  371.87us                    -               -         -         -         -  4.0195MB  10.556GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50270s  369.31us                    -               -         -         -         -  4.0195MB  10.629GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50308s  119.62us                    -               -         -         -         -  1.3398MB  10.939GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50320s  3.3280us                    -               -         -         -         -  10.719KB  3.0716GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50321s  62.271us                    -               -         -         -         -  686.00KB  10.506GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50330s  44.223us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10339]
1.50400s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.50401s  15.935ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10342]
1.52024s  2.8480us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10343]
1.52025s  2.2400us                    -               -         -         -         -        8B  3.4060MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52091s  23.040us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10347]
1.52095s  19.616us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10349]
1.52099s  29.600us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10351]
1.52104s  316.89us                    -               -         -         -         -  4.0195MB  12.387GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52136s  322.72us                    -               -         -         -         -  4.0195MB  12.163GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52169s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52202s  108.89us                    -               -         -         -         -  1.3398MB  12.016GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52213s  3.0080us                    -               -         -         -         -  10.719KB  3.3983GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52214s  55.807us                    -               -         -         -         -  686.00KB  11.723GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.52727s  362.49us                    -               -         -         -         -  4.0195MB  10.829GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52769s  370.71us                    -               -         -         -         -  4.0195MB  10.589GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52822s  363.42us                    -               -         -         -         -  4.0195MB  10.801GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52859s  118.43us                    -               -         -         -         -  1.3398MB  11.048GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52871s  3.3920us                    -               -         -         -         -  10.719KB  3.0136GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52872s  63.167us                    -               -         -         -         -  686.00KB  10.357GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52885s  44.608us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10383]
1.52956s     928ns                    -               -         -         -         -        8B  8.2213MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.52957s  15.906ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10386]
1.54578s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10387]
1.54578s  2.3680us                    -               -         -         -         -        8B  3.2219MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54645s  23.360us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10391]
1.54671s  19.488us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10393]
1.54675s  29.599us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10395]
1.54680s  316.09us                    -               -         -         -         -  4.0195MB  12.418GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54712s  322.72us                    -               -         -         -         -  4.0195MB  12.163GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54745s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54778s  108.93us                    -               -         -         -         -  1.3398MB  12.012GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54790s  3.0080us                    -               -         -         -         -  10.719KB  3.3983GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.54790s  55.840us                    -               -         -         -         -  686.00KB  11.716GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.55294s  359.99us                    -               -         -         -         -  4.0195MB  10.904GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55334s  370.55us                    -               -         -         -         -  4.0195MB  10.593GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55386s  364.54us                    -               -         -         -         -  4.0195MB  10.768GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55423s  120.61us                    -               -         -         -         -  1.3398MB  10.849GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55435s  3.2960us                    -               -         -         -         -  10.719KB  3.1014GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55436s  63.295us                    -               -         -         -         -  686.00KB  10.336GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55445s  44.063us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10427]
1.55515s  1.0560us                    -               -         -         -         -        8B  7.2248MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.55516s  15.913ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10430]
1.57135s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10431]
1.57136s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57203s  23.648us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10435]
1.57207s  19.360us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10437]
1.57210s  29.727us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10439]
1.57216s  316.89us                    -               -         -         -         -  4.0195MB  12.387GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57248s  322.75us                    -               -         -         -         -  4.0195MB  12.162GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57281s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57314s  109.31us                    -               -         -         -         -  1.3398MB  11.970GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57326s  4.9600us                    -               -         -         -         -  10.719KB  2.0609GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57327s  62.143us                    -               -         -         -         -  686.00KB  10.528GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.57836s  359.26us                    -               -         -         -         -  4.0195MB  10.926GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57877s  373.40us                    -               -         -         -         -  4.0195MB  10.512GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57929s  376.41us                    -               -         -         -         -  4.0195MB  10.428GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57967s  119.90us                    -               -         -         -         -  1.3398MB  10.913GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57980s  3.3280us                    -               -         -         -         -  10.719KB  3.0716GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57980s  63.136us                    -               -         -         -         -  686.00KB  10.362GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.57994s  44.512us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10471]
1.58065s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.58066s  15.909ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10474]
1.59685s  2.7840us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10475]
1.59685s  2.2400us                    -               -         -         -         -        8B  3.4060MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59752s  23.520us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10479]
1.59756s  19.391us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10481]
1.59760s  29.632us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10483]
1.59765s  316.16us                    -               -         -         -         -  4.0195MB  12.416GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59797s  323.04us                    -               -         -         -         -  4.0195MB  12.151GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59830s  321.69us                    -               -         -         -         -  4.0195MB  12.202GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59863s  108.86us                    -               -         -         -         -  1.3398MB  12.019GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59874s  3.0080us                    -               -         -         -         -  10.719KB  3.3983GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.59875s  55.775us                    -               -         -         -         -  686.00KB  11.730GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.60377s  357.15us                    -               -         -         -         -  4.0195MB  10.991GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60417s  370.17us                    -               -         -         -         -  4.0195MB  10.604GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60469s  366.91us                    -               -         -         -         -  4.0195MB  10.698GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60506s  119.58us                    -               -         -         -         -  1.3398MB  10.942GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60518s  3.2960us                    -               -         -         -         -  10.719KB  3.1014GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60519s  62.047us                    -               -         -         -         -  686.00KB  10.544GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60529s  44.319us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10515]
1.60598s     928ns                    -               -         -         -         -        8B  8.2213MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.60598s  15.905ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10518]
1.62220s  2.7830us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10519]
1.62221s  2.3360us                    -               -         -         -         -        8B  3.2660MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62288s  23.520us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10523]
1.62292s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.62292s  37.567us           (1728 1 1)       (128 1 1)        32        0B  2.0000KB         -           -  GeForce GTX 970         1        14  kineticEnergy_188_gpu [10526]
1.62296s  4.0960us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  kineticEnergy_199_gpu_red [10527]
1.62297s  2.0800us                    -               -         -         -         -        8B  3.6680MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62302s  18.720us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10531]
1.62306s  29.375us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10533]
1.62311s  324.57us                    -               -         -         -         -  4.0195MB  12.094GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62344s  323.48us                    -               -         -         -         -  4.0195MB  12.135GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62377s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62410s  108.96us                    -               -         -         -         -  1.3398MB  12.009GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62421s  2.9760us                    -               -         -         -         -  10.719KB  3.4349GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62422s  55.807us                    -               -         -         -         -  686.00KB  11.723GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.62926s  360.51us                    -               -         -         -         -  4.0195MB  10.888GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.62966s  384.28us                    -               -         -         -         -  4.0195MB  10.215GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63022s  377.66us                    -               -         -         -         -  4.0195MB  10.394GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63060s  120.35us                    -               -         -         -         -  1.3398MB  10.872GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63073s  3.4880us                    -               -         -         -         -  10.719KB  2.9307GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63073s  62.367us                    -               -         -         -         -  686.00KB  10.490GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63087s  43.743us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10565]
1.63157s     928ns                    -               -         -         -         -        8B  8.2213MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.63158s  15.912ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10568]
1.64815s  2.8480us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10569]
1.64816s  2.3040us                    -               -         -         -         -        8B  3.3114MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.64884s  23.359us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10573]
1.64888s  19.200us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10575]
1.64957s  32.223us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10577]
1.64963s  319.16us                    -               -         -         -         -  4.0195MB  12.299GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.64995s  326.04us                    -               -         -         -         -  4.0195MB  12.039GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.65029s  324.28us                    -               -         -         -         -  4.0195MB  12.105GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.65062s  110.50us                    -               -         -         -         -  1.3398MB  11.842GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.65073s  3.1360us                    -               -         -         -         -  10.719KB  3.2596GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.65074s  56.480us                    -               -         -         -         -  686.00KB  11.583GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.65578s  361.50us                    -               -         -         -         -  4.0195MB  10.859GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65620s  390.40us                    -               -         -         -         -  4.0195MB  10.055GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65676s  438.75us                    -               -         -         -         -  4.0195MB  8.9467GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65721s  116.38us                    -               -         -         -         -  1.3398MB  11.243GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65733s  3.5200us                    -               -         -         -         -  10.719KB  2.9040GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65733s  62.559us                    -               -         -         -         -  686.00KB  10.458GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65747s  51.583us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10609]
1.65817s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.65818s  15.914ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10612]
1.67459s  2.8480us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10613]
1.67459s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67526s  23.008us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10617]
1.67530s  19.487us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10619]
1.67534s  30.112us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10621]
1.67539s  320.22us                    -               -         -         -         -  4.0195MB  12.258GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67572s  325.72us                    -               -         -         -         -  4.0195MB  12.051GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67605s  324.51us                    -               -         -         -         -  4.0195MB  12.096GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67638s  110.24us                    -               -         -         -         -  1.3398MB  11.869GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67650s  3.1360us                    -               -         -         -         -  10.719KB  3.2596GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.67651s  56.607us                    -               -         -         -         -  686.00KB  11.557GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.68162s  367.51us                    -               -         -         -         -  4.0195MB  10.681GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68204s  371.07us                    -               -         -         -         -  4.0195MB  10.579GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68257s  368.64us                    -               -         -         -         -  4.0195MB  10.648GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68295s  119.58us                    -               -         -         -         -  1.3398MB  10.942GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68307s  3.3280us                    -               -         -         -         -  10.719KB  3.0716GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68308s  63.199us                    -               -         -         -         -  686.00KB  10.352GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68318s  44.127us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10653]
1.68392s     992ns                    -               -         -         -         -        8B  7.6909MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.68392s  15.946ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10656]
1.70022s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10657]
1.70022s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70089s  23.360us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10661]
1.70093s  19.487us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10663]
1.70096s  29.632us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10665]
1.70102s  316.25us                    -               -         -         -         -  4.0195MB  12.412GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70134s  322.68us                    -               -         -         -         -  4.0195MB  12.165GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70167s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70200s  108.89us                    -               -         -         -         -  1.3398MB  12.016GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70211s  3.0400us                    -               -         -         -         -  10.719KB  3.3626GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70212s  55.839us                    -               -         -         -         -  686.00KB  11.716GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.70716s  372.57us                    -               -         -         -         -  4.0195MB  10.536GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70762s  388.80us                    -               -         -         -         -  4.0195MB  10.096GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70819s  386.65us                    -               -         -         -         -  4.0195MB  10.152GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70858s  119.20us                    -               -         -         -         -  1.3398MB  10.977GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70870s  3.3600us                    -               -         -         -         -  10.719KB  3.0423GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70871s  63.103us                    -               -         -         -         -  686.00KB  10.368GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70884s  43.872us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10697]
1.70955s     928ns                    -               -         -         -         -        8B  8.2213MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.70956s  15.903ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10700]
1.72572s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10701]
1.72573s  2.4640us                    -               -         -         -         -        8B  3.0964MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72639s  23.296us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10705]
1.72643s  19.360us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10707]
